Column1,State,City,Latitude,Longitude,Name,Interest,Google review rating,Entrance Fee in INR
246,Karnataka,Chikmanglur,13.4161397,75.2512712,Kallathigiri Falls,Natural Landscapes & Wildlife,4.2,0
247,Karanataka,Chikmanglur,13.5486112,75.7891482,Baba Budan Giri hills,Natural Landscapes & Wildlife,4.5,0
248,Karnataka,Chikmagalur,13.422865,75.7703876,Mullayanagiri Betta,Natural Landscapes & Wildlife,4.5,0
249,Karnataka,Badami,13.3908855,75.7213295,Sri Bhootanaatha Gudi,Religious & Spiritual Pilgrimages,4.7,0
250,Karnataka,Badami,15.9207886,75.6876704,Banashankari Devi Temple,Religious & Spiritual Pilgrimages,4.7,0
251,Karnataka,Badami,15.9183365,75.6839686,Badami Cave Temples,Religious & Spiritual Pilgrimages,4.6,30
252,Karnataka,Mangalore,12.8889802,74.8562231,Kadri Park,Sightseeing & Exploration,4.3,10
253,Karnataka,Mangalore,,,City Center mall,Shopping & Markets,4.4,0
254,Karnataka,Mangalore,12.6636275,75.6158479,Kukke Shree Subrahmanya Temple,Religious & Spiritual Pilgrimages,4.6,0
255,Karnataka,Mangalore,12.9503818,75.3804923,Dharmasthala Temple,Religious & Spiritual Pilgrimages,4.8,0
256,Karnataka,Mangalore,12.9272855,74.8991256,Pilikula Nisargadhama zoo,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4.4,80
257,Karnataka,Mangalore,12.9530213,74.8011783,Panambur Beach,"	Natural Landscapes & Wildlife, Sightseeing & Exploration",4.5,0
258,Karanataka,Bijapur,16.8299689,75.7363025,Fort Bijapur,Cultural & Heritage Sites,4.3,70
259,Karnataka,Bijapur,16.8222732,75.7287785,Jamiya Masjid,"Cultural & Heritage Sites, Religious & Spiritual Pilgrimages",4.2,0
260,Karnataka,Bijapur,16.817515,75.7563529,Shivgiri Temple,Religious & Spiritual Pilgrimages,4.5,0
261,Karnataka,Bijapur,16.8303151,75.7182706,Bara Kaman,Cultural & Heritage Sites,4.2,0
262,Karnataka,Bijapur,16.8288232,75.735884,Gol Gumbaz museum,"Cultural & Heritage Sites, Arts, Science & Literature Attractions",4.5,0
263,Karnataka,Bijapur,16.8302623,75.7361152,Gol Gumbaz,Cultural & Heritage Sites,4.5,0
264,Maharashtra,Pune,18.562254,73.9166943,Phoenix Marketcity Pune,Shopping & Markets,4.5,0
265,Maharashtra,Pune,18.5393061,73.8290409,Chatushrungi Devi Temple,Religious & Spiritual Pilgrimages,4.6,0
266,Maharashtra,Pune,18.4913813,73.8367603,Pune-Okayama Friendship Garden,Sightseeing & Exploration,4.5,0
267,Maharashtra,Pune,18.5106855,73.8544307,Raja Dinkar Kelkar Museum,"Arts, Science & Literature Attractions",4.4,300
268,Maharashtra,Pune,18.366277,73.7558777,Sinhagad Fort,Cultural & Heritage Sites,4.6,10
269,Maharashtra,Pune,18.4524807,73.8607977,Rajiv Gandhi zoo,Natural Landscapes & Wildlife,4.1,40
270,Maharashtra,Pune,18.5164297,73.8561329, Dagadusheth Halwai Ganapati temple,Religious & Spiritual Pilgrimages,4.8,0
271,Maharastra,Pune,18.5194647,73.8553175,Shaniwar Wada,Cultural & Heritage Sites,4.4,50
272,Maharashtra,Aurangabad,11.0547682,76.9941106,Prozone Mall,Shopping & Markets,4.3,0
273,Maharashtra,Aurangabad,19.9006246,75.319353,Bibi ka Maqbara ,Cultural & Heritage Sites,4.2,0
274,Maharashtra,Aurangabad,20.0267844,75.1770869,Ellora Caves,Cultural & Heritage Sites,4.7,40
275,Maharashtra,Aurangabad,19.946133,75.221652,Daulatabad Fort,Cultural & Heritage Sites,4.8,10
276,Maharastra,Aurangabad,20.5514444,75.7018913,Ajanta Caves,Cultural & Heritage Sites,4.6,30
277,Maharashtra,Nashik,19.9322605,73.5307877,Trimbakeshwar Jyotirling Mandir,Religious & Spiritual Pilgrimages,4.6,0
278,Maharashtra,Nashik,19.9412114,73.748555,Pandav Leni caves,Cultural & Heritage Sites,4.6,0
279,Maharastra,Nashik,20.00532,73.6884466,Sula Vineyards,,4.1,300
280,Maharashtra,Alibaug,18.6583989,72.8773346,Water Sports in Alibaug,Adventure & Outdoor Activities,4.9,0
281,Maharashtra,Alibaug,18.6342019,72.8644532,Kolaba Fort,Cultural & Heritage Sites,4.2,20
282,Maharastra,Alibaug,18.6391422,72.8720214,Alibaug Beach,Natural Landscapes & Wildlife,4.2,0
283,Maharashtra,Ratnagiri,17.300493,73.221612,Jaigad Fort,Cultural & Heritage Sites,4.1,0
284,Maharahtra,Ratnagiri,,,Tilak Ali Museum,"Arts, Science & Literature Attractions",4.6,0
285,Maharastra,Ratnagiri,17.1449566,73.2662143,Ganapatipule Temple,Religious & Spiritual Pilgrimages,4.7,0
286,Maharashtra,Nagpur,20.8286613,79.5932651,Umred Karhandla Wildlife Sanctuary,Natural Landscapes & Wildlife,4.2,150
287,Maharashtra,Nagpur,20.2717885,79.3875706,Tadoba Andhari Tiger Project,Natural Landscapes & Wildlife,4.5,25
288,Maharashtra,Nagpur,21.404032,79.3634517,Khindsi Lake water sports,Adventure & Outdoor Activities,4,0
289,Maharashtra,Nagpur,21.404032,79.3634517,Khindsi Lake,Natural Landscapes & Wildlife,4,0
290,Maharashtra,Nagpur,,,Ganesh Tekdi Mandir,Religious & Spiritual Pilgrimages,4.8,0
291,Maharashtra,Nagpur,21.1292572,79.0489685,Ambazari Lake & Garden,"Natural Landscapes & Wildlife, Sightseeing & Exploration",4,0
292,Maharashtra,Nagpur,21.1459008,79.0941262,Raman Science Centre,"Arts, Science & Literature Attractions",4.5,15
293,Maharashtra,Nagpur,21.1282952,79.0462212,Krazy Castle Aqua Park,Adventure & Outdoor Activities,4,490
294,Maharastra,Nagpur,21.128056,79.066944,Deekshabhoomi,Cultural & Heritage Sites,4.5,0
295,Maharastra,Kolhapur,16.7193627,74.231735,Chhatrapati Shahu Palace,Cultural & Heritage Sites,4.5,25
296,Maharastra,Kolhapur,,,Shree Jyotiba temple,Religious & Spiritual Pilgrimages,4.7,0
297,Maharastra,Kolhapur,16.3837902,73.8633999,Dajipur Wildlife Sanctuary,Natural Landscapes & Wildlife,4.4,50
298,Maharastra,Kolhapur,,,Shri Ambabai Temple,Religious & Spiritual Pilgrimages,4.8,0
299,Maharastra,Lonavla,18.7814023,73.38906,Della Adventure Park,Adventure & Outdoor Activities,4.3,2000
300,Maharastra,Lonavala,18.7832762,73.4704426,Karla Caves,Cultural & Heritage Sites,4.4,25
301,Maharastra,Lonavala,18.7679396,73.2823206,Imagicaa amusement park,Adventure & Outdoor Activities,4.4,1000
302,Maharastra,Lonavala,,,Lions Point ,Sightseeing & Exploration,4.4,0
303,Maharastra,Lonavala,18.7832445,73.4702278,Ekvira Devi Temple,Religious & Spiritual Pilgrimages,4.7,0
304,Maharashtra,Tarkarli,16.0136864,73.4898334,Tarkarli Beach,Natural Landscapes & Wildlife,4.6,0
305,Maharashtra,Satara,17.7208314,73.8237159,Kaas Plateau,Natural Landscapes & Wildlife,4.4,300
306,Maharashtra,Satara,17.7338451,73.7590369,Vasota Fort Jungle trekking and Camping,Adventure & Outdoor Activities,4.7,1200
307,Maharashtra,Satara,17.9394677,73.6347687,Lodwick Point,Sightseeing & Exploration,4.4,0
308,Maharashtra,Satara,17.5980965,73.8481534,Thoseghar Waterfall,Natural Landscapes & Wildlife,4.5,0
309,Maharashtra,Satara,17.6723432,73.9904721,Ajinkyatara Fort,Cultural & Heritage Sites,4.5,0
310,Maharashtra,Satara,,,Uttar Chidambaram Nataraj mandir,Religious & Spiritual Pilgrimages,4.6,0
311,Maharashtra,Satara,17.6485126,73.9157886,Sajjangad Fort,Cultural & Heritage Sites,4.6,10
312,Maharashtra,Satara,17.9372875,73.5783932,Pratapgad Fort,Cultural & Heritage Sites,4.5,0
313,Maharashtra,Matheran,,,Echo Point,Sightseeing & Exploration,4.4,0
314,Maharashtra,Matheran,,,Dodhani Waterfalls,Natural Landscapes & Wildlife,4.6,0
315,Maharashtra,Matheran,,,Dodhani Waterfalls rappelling/trek,Adventure & Outdoor Activities,4.6,1100
316,Maharashtra,Matheran,,,Chanderi Caves trek,Adventure & Outdoor Activities,4.5,500
317,Maharashtra,Matheran,18.9351142,73.23246,Irshalgad Fort,Cultural & Heritage Sites,4.6,100
318,Maharashtra,Matheran,19.0229668,73.3175272,Neral-Matheran Toy Train,Sightseeing & Exploration,4.5,100
319,Maharashtra,Matheran,18.9827969,73.2198064,Kalavantin Pinnacle fortress and trek,Adventure & Outdoor Activities,4.7,50
320,Maharashtra,Matheran,19.1825167,73.1926023,Ambarnath Shiv Temple,Religious & Spiritual Pilgrimages,4.2,0
321,Maharashtra,Aurangabad,20.0267844,75.1770869,Ellora Caves,Cultural & Heritage Sites,4.7,30
322,Madhya Pradesh,Khajuraho,24.8318452,79.9198549,Khajuraho Group of Monuments,Cultural & Heritage Sites,4.7,40
323,Madhya Pradesh,Khajuraho,,,Parshwanath Jain Mandir,Religious & Spiritual Pilgrimages,4.6,0
324,Madhya Pradesh,Khajuraho,,,Kamasutra temples,Cultural & Heritage Sites,5,40
325,Madhya Pradesh,Khajuraho,24.8748466,80.0512626,Raneh waterfall,Natural Landscapes & Wildlife,4.5,0
326,Madhya Pradesh,Khajuraho,,,Khajuraho textiles and looms,Shopping & Markets,4.8,0
327,Madhya Pradesh,Khajuraho,24.5904659,79.9416518,Panna Tiger Reserve,Natural Landscapes & Wildlife,4.2,1000
328,Madhya Pradesh,Bhopal,23.4873393,77.7418238,Sanchi Stupa,Religious & Spiritual Pilgrimages,4.7,30
329,Madhya Pradesh,Bhopal,22.9395461,77.6124331,Bhimbetka rock shelters,Cultural & Heritage Sites,4.6,25
330,Madhya Pradesh,Bhopal,23.1002597,77.5795329,Bhojeshwar Mahadev temple,Religious & Spiritual Pilgrimages,4.7,0
331,Madhya Pradesh,Bhopal,23.232214,77.3664318,Van Vihar National park,Natural Landscapes & Wildlife,4.3,20
332,Madhya Pradesh,Bhopal,23.232698,77.4298564,DB City Mall,Shopping & Markets,4.9,0
333,Madhya Pradesh,Bhopal,,,Tribal museum,"Arts, Science & Literature Attractions",4.7,20
334,Madhya Pradesh,Bhopal,,,Udayeshwara Temple,Religious & Spiritual Pilgrimages,4.2,0
335,Madhya Pradesh,Indore,22.7240232,75.8842574,Chappan Dukan,,4.5,0
336,Madhya Pradesh,Indore,22.7175144,75.852306,Sarafa Bazar,Shopping & Markets,4.5,0
337,Madhya Pradesh,Indore,22.6771511,75.8564021,Pipliyapala Regional Park,"Adventure & Outdoor Activities, Sightseeing & Exploration",4.2,25
338,Madhya Pradesh,Indore,22.731233,75.9081489,Khajrana Ganesh Mandir,Religious & Spiritual Pilgrimages,4.8,0
339,Madhya Pradesh,Indore,,,TI Mall,Shopping & Markets,4.3,0
340,Madhya Pradesh,Indore,22.7462625,75.9353073,Phoenix Citadel,Shopping & Markets,4.5,0
341,Madhya Pradesh,Indore,22.7184419,75.855067,Rajwada Palace,Cultural & Heritage Sites,4.4,10
342,Madhya Pradesh,Gwalior,26.2313245,78.1694957,Gwalior Fort,Cultural & Heritage Sites,4.5,75
343,Madhya Pradesh,Gwalior,26.2042028,78.1684674,Jai Vilas Palace,Cultural & Heritage Sites,4.3,150
344,Madhya Pradesh,Gwalior,26.2203984,78.1656988,Teli ka Mandir,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.3,0
345,Madhya Pradesh,Gwalior,24.7351945,73.7162806,Sas Bahu Temple,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.5,0
346,Madhya Pradesh,Gwalior,26.214536,78.168605,Gopachal Parvat jain temple,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.6,0
347,Madhya Pradesh,Gwalior,26.7659469,78.6448794,National Chambal Ghariyal Wildlife Sanctuary,Natural Landscapes & Wildlife,4.3,1800
348,Madhya Pradesh,Gwalior,,,Ghaus Mohammed Tomb,Cultural & Heritage Sites,4.3,0
349,Madhya Pradesh,Gwalior,,,Tansen Memorial,Cultural & Heritage Sites,4.3,20
350,Madhya Pradesh,Gwalior,26.2597748,77.8581672,Pagara Dam,Sightseeing & Exploration,3.9,0
351,Madhya Pradesh,Gwalior,22.7175144,75.852306,Sarafa Bazar,Shopping & Markets,4,0
352,Madhya Pradesh,Gwalior,26.2094362,78.16624,Dindayal mall,Shopping & Markets,4.1,0
353,Madhya Pradesh,Gwalior,26.2024846,78.157517,Patankar bazaar,Shopping & Markets,4,0
354,Madhya Pradesh,Ujjain,23.182905,75.768291,Mahakaleshwar Jyotirlinga,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.8,0
355,Madhya Pradesh,Ujjain,18.437535,73.6399395,Kal Bhairava Temple,Religious & Spiritual Pilgrimages,4.7,0
356,Madhya Pradesh,Ujjain,,,Ram Ghat,Sightseeing & Exploration,4.6,0
357,Madhya Pradesh,Ujjain,23.1611713,75.7997229,ISKCON Temple Ujjain,Religious & Spiritual Pilgrimages,4.7,0
358,Madhya Pradesh,Ujjain,23.2490716,75.7779662,Kaliadeh Palace,Cultural & Heritage Sites,4,15
359,Madhya Pradesh,Ujjain,,,Rumi ka Mazaar,Cultural & Heritage Sites,5,0
360,Madhya Pradesh,Ujjain,23.177785,75.7693919,Mahakal Lok,Sightseeing & Exploration,4.8,0
361,Madhya Pradesh,Ujjain,21.8397452,69.3690301,Harsiddhi Mata Temple,Religious & Spiritual Pilgrimages,4.7,0
362,Madhya Pradesh,Jabalpur,23.1262738,79.8075411,Dhuandhar Falls,Natural Landscapes & Wildlife,4.5,0
363,Madhya Pradesh,Jabalpur,23.1299297,79.795454,Marble rocks at Bedhaghat,Natural Landscapes & Wildlife,4.5,30
364,Madhya Pradesh,Jabalpur,22.3335261,77.12592748,Narmada aarti,Religious & Spiritual Pilgrimages,4.5,0
,,,23.1262738,79.8075411,,,4.5,0
366,Madhya Pradesh,Jabalpur,,,Balancing Rock formations,Natural Landscapes & Wildlife,4.3,100
367,Madhya Pradesh,Jabalpur,23.1483266,79.9016574,Rani Durgavati fort,Natural Landscapes & Wildlife,4.2,0
368,Madhya Pradesh,Jabalpur,26.4368173,78.2352216,Chausath Yogini temple,Religious & Spiritual Pilgrimages,4.6,0
369,Madhya Pradesh,Jabalpur,23.16949,80.012698,Dumna Nature Reserve Park,Natural Landscapes & Wildlife,4.1,20
370,Madhya Pradesh,Jabalpur,23.1484693,79.9016654,Madan Mahal Fort,Cultural & Heritage Sites,4.2,0
371,Madhya Pradesh,Jabalpur,23.124094,79.927194,South Avenue malls,Shopping & Markets,4.1,0
372,Madhya Pradesh,Jabalpur,28.6585105,77.2127305,Sadar bazaar,Shopping & Markets,4,0
373,Madhya Pradesh,Jabalpur,22.2994956,80.5864278,Kanha National Park,Natural Landscapes & Wildlife,4.5,100
374,Himachal Pradesh,Shimla,,,Mall road,Shopping & Markets,4.7,0
375,Himachal Pradesh,Shimla,,,The Ridge road,Sightseeing & Exploration,4.6,0
376,Himachal Pradesh,Shimla,,,Annandale  view,Sightseeing & Exploration,3.8,0
377,Himachal Pradesh,Shimla,31.1196351,77.1389365,Chadwick falls,Natural Landscapes & Wildlife,3.6,0
378,Himachal Pradesh,Shimla,31.102875,77.147654,Himalayan bird park,Natural Landscapes & Wildlife,3.9,20
379,Himachal Pradesh,Shimla,31.1811641,77.1858995,Naldhera and Shaily peak,Natural Landscapes & Wildlife,4.5,0
380,Himachal Pradesh,Shimla,31.0941261,77.278049,Kufri Fun World,Adventure & Outdoor Activities,3.8,20
381,Himachal Pradesh,Shimla,,,Scandal point,Sightseeing & Exploration,4.5,0
382,Himachal Pradesh,Shimla,,,Kalka-Shimla Toy train,Sightseeing & Exploration,4.5,320
383,Himachal Pradesh,Shimla,31.1058233,77.1787114,Lakkar bazaar,Shopping & Markets,4,0
384,Himachal Pradesh,Shimla,31.2487896,77.0895421,Rafting at Tattapani,Adventure & Outdoor Activities,4.1,1050
385,Himachal Pradesh,Shimla,30.9730901,76.9671865,Kuthar Fort,Cultural & Heritage Sites,4.3,10
386,Himachal Pradesh,Shimla,31.046256,77.1342842,Tara Devi Temple,Religious & Spiritual Pilgrimages,4.8,0
387,Himachal Pradesh,Shimla,,,The Glen nature trails,Natural Landscapes & Wildlife,4.6,0
388,Himachal Pradesh,Shimla,,,Christ Church,Cultural & Heritage Sites,4.6,0
389,Himachal Pradesh,Shimla,31.1013414,77.1835041,Jakhoo hill ,Natural Landscapes & Wildlife,4.6,0
390,Himachal Pradesh,Manali,,,Solang Valley,Natural Landscapes & Wildlife,4.1,0
391,Himachal Pradesh,Manali,32.2483526,77.1815727,Hidimba Devi Temple,Religious & Spiritual Pilgrimages,4.6,0
392,Himachal Pradesh,Manali,32.3664466,77.0854956,Beas kund,Natural Landscapes & Wildlife,4.6,0
393,Himachal Pradesh,Manali,32.2810061,77.2290193,Vashisht baths,Adventure & Outdoor Activities,4,0
394,Himachal Pradesh,Manali,32.3716426,77.2466221,Rohtang Pass,Adventure & Outdoor Activities,4.5,0
395,Himachal Pradesh,Manali,,,Tibetan Monastery,Cultural & Heritage Sites,4.4,0
396,Himachal Pradesh,Manali,32.3179031,77.1893396,Gulaba viewpoint,Sightseeing & Exploration,4.5,0
397,Himachal Pradesh,Dalhousie,,,Panch Pulla Waterfall,Natural Landscapes & Wildlife,3.9,0
398,Himachal Pradesh,Dalhousie,32.6199739,76.00774,Boat riding in Chamera lake,Adventure & Outdoor Activities,4.4,400
399,Himachal Pradesh,Dalhousie,32.5529086,76.0174406,Kalatop Wildlife sanctuary,Natural Landscapes & Wildlife,4.6,115
400,Himachal Pradesh,Dalhousie,,,Shop at Tibetan Handicrafts market,Shopping & Markets,3.8,0
401,Himachal Pradesh,Dalhousie,32.5402571,75.9844002,Subhash Baoli spring,Religious & Spiritual Pilgrimages,3.3,0
402,Himachal Pradesh,Dalhousie,32.5196627,76.0353738,Trek to Dainkund Peak,Adventure & Outdoor Activities,4.8,1200
403,Himachal Pradesh,Dalhousie,32.5164533,75.9935243,Trek to Ganji Pahari,Adventure & Outdoor Activities,4,5000
404,Himachal Pradesh,Dalhousie,32.2315734,76.3237994,Dalai Lama Temple,Religious & Spiritual Pilgrimages,4.7,0
405,Himachal Pradesh,Dalhousie,32.546218,76.0580811,Khajjiar Lake,Natural Landscapes & Wildlife,4.5,0
406,Himachal Pradesh,Kullu,32.0267951,77.3511063,Hot springs at Manikaran,Adventure & Outdoor Activities,4.7,30
407,Himachal Pradesh,Kullu,,,Vaishno Devi Temple,Religious & Spiritual Pilgrimages,4.6,0
408,Himachal Pradesh,Kullu,32.2703698,77.3465824,Hamta Pass,Adventure & Outdoor Activities,4.5,0
409,Himachal Pradesh,Kullu,31.6263301,77.4221267,Tirthan valley,Natural Landscapes & Wildlife,4.7,0
410,Himachal Pradesh,Kullu,32.0695132,77.2407744,Chandrakhani Pass,Adventure & Outdoor Activities,4.3,0
411,Himachal Pradesh,Kullu,32.2489026,77.1750129,Lama Dugh Hike,Adventure & Outdoor Activities,4.7,1200
412,Himachal Pradesh,Kullu,32.257042,77.1760523,Cycling from Manu Temple,Adventure & Outdoor Activities,4.6,0
413,Himachal Pradesh,Kullu,31.75917566,76.09238692,Rafting in river Beas,Adventure & Outdoor Activities,4.5,450
414,Himachal Pradesh,Kullu,31.959205,77.1089377,Paragliding in Kullu hills,Adventure & Outdoor Activities,4.7,2500
415,Himachal Pradesh,Kullu,31.7985414,77.5160134,Great Himalayan National Park,Natural Landscapes & Wildlife,4.5,50
416,Uttarakhand,Nainital,29.3868622,79.459841,Naini Lake,Natural Landscapes & Wildlife,4.2,0
417,Uttarakhand,Nainital,29.3836288,79.4505608,Sunrise at Tiffin top,Natural Landscapes & Wildlife,4.5,0
418,Uttarakhand,Nainital,,,Shop at Tibetan  market,Shopping & Markets,4.2,0
419,Uttarakhand,Nainital,29.5521551,78.8832107,Corbett National Park,Natural Landscapes & Wildlife,4.4,560
420,Uttarakhand,Nainital,,,Cave garden,Natural Landscapes & Wildlife,4.3,60
421,Uttarakhand,Nainital,29.3807621,79.4686432,Nainital zoo,Natural Landscapes & Wildlife,4.3,50
422,Uttarakhand,Nainital,,,Shop at Mall road,Shopping & Markets,4.5,0
423,Uttarakhand,Nainital,31.3064166,76.5358173,Naina Devi temple,Religious & Spiritual Pilgrimages,4.6,0
424,Uttarakhand,Nainital,29.4183001,79.4465006,Pangot and Kilbury bird sanctuary,Natural Landscapes & Wildlife,4.2,0
425,Uttarakhand,Nainital,,,Raj Bhawan Royal Palace,Cultural & Heritage Sites,4.6,450
426,Uttarakhand,Nainital,29.4082133,79.4376161,Cheena peak,Adventure & Outdoor Activities,4.7,0
427,Uttarakhand,Nainital,29.3925989,79.4551239,Nainital ropeway,Adventure & Outdoor Activities,4.7,54
428,Uttarakhand,Rishikesh,30.1259072,78.3308815,Laxman Jhula,"Adventure & Outdoor Activities, Sightseeing & Exploration",4.4,0
429,Uttarakhand,Rishikesh,30.1038807,78.2990999,Triveni Ghat,Religious & Spiritual Pilgrimages,4.3,0
430,Uttarakhand,Rishikesh,30.1142698,78.4320327,Vashishta Gufa,Religious & Spiritual Pilgrimages,4.2,0
431,Uttarakhand,Rishikesh,,,Kunjapuri Devi Temple and camps,Religious & Spiritual Pilgrimages,,0
432,Uttarakhand,Rishikesh,30.1409843,78.3453658,Neer Garh waterfall,Natural Landscapes & Wildlife,4.4,0
433,Uttarakhand,Rishikesh,30.1127675,78.3121592,Beatles Ashram,"Arts, Science & Literature Attractions",4.4,0
434,Uttarakhand,Rishikesh,,,Giant swing or zip lining,Adventure & Outdoor Activities,4.8,
435,Uttarakhand,Rishikesh,27.40364009,83.00912405,Camp on banks of Ganges,Adventure & Outdoor Activities,4.7,0
436,Uttarakhand,Rishikesh,30.1237975,78.3141327,Ram Jhula,Religious & Spiritual Pilgrimages,,0
437,Uttarakhand,Rishikesh,30.081059,78.340565,Neelkantha Mahadeva Temple,Religious & Spiritual Pilgrimages,,0
438,Uttarakhand,Rishikesh,20.593684,78.96288,Bharat Mandir,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",3.8,0
439,Uttarakhand,Rishikesh,,,Kunjapuri Devi,Religious & Spiritual Pilgrimages,,0
440,Uttarakhand,Rishikesh,,,Tera Manzil Temple,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4,0
441,Uttarakhand,Rishikesh,,,Bhootnath Temple,"Religious & Spiritual Pilgrimages, Cultural & Heritage Sites",4.5,0
442,Uttarakhand,Rishikesh,30.1459471,78.5992925,Devprayag Sightseeing ,Sightseeing & Exploration,4.1,0
443,Uttarakhand,Haridwar,,, dip in Bramhakund,Religious & Spiritual Pilgrimages,4.8,0
444,Uttarakhand,Haridwar,29.9573607,78.1749687,Ganga arti at Har-ki-Pauri ghat,"Religious & Spiritual Pilgrimages, Sightseeing & Exploration",,0
445,Uttarakhand,Haridwar,,,Neel Dhara Pakshi Vihar,Natural Landscapes & Wildlife,,0
446,Uttarakhand,Haridwar,30.01542,78.1523984,Rajaji National Park ,Natural Landscapes & Wildlife,4.3,150
447,Uttarakhand,Haridwar,33.6136521,73.0590799,Moti Bazar,Shopping & Markets,4.3,0
448,Uttarakhand,Haridwar,29.9267729,78.1071057,Jwalapur Bazar ,Shopping & Markets,4.1,0
449,Uttarakhand,Haridwar,22.5817406,88.3543972,Bara Bazar ,Shopping & Markets,4.5,0
450,Uttarakhand,Haridwar,29.9270808,78.1437257, Kankhal Bazar,Shopping & Markets,3.8,0
451,Uttarakhand,Haridwar,29.9573607,78.1749687,Har Ki Pauri,"Religious & Spiritual Pilgrimages, Sightseeing & Exploration",4.5,0
452,Uttarakhand,Haridwar,30.4862688,79.2212453,Tungnath Chandrashila trekk,Adventure & Outdoor Activities,4.2,250
453,Uttarakhand,Haridwar,29.9337646,78.1805466,Chandi Devi Temple,Religious & Spiritual Pilgrimages,4.4,0
454,Uttarakhand,Dehradun,30.3883325,78.0756051,Malsi Deer park,Natural Landscapes & Wildlife,4.3,20
455,Uttarakhand,Dehradun,,,Rudreshwar temple,Religious & Spiritual Pilgrimages,4.4,0
456,Uttarakhand,Dehradun,,,Shiv Mandir,Religious & Spiritual Pilgrimages,4.5,0
457,Uttarakhand,Dehradun,30.2615418,77.99771,Mindrolling monastery,Cultural & Heritage,4.3,0
458,Uttarakhand,Dehradun,30.5861111,78.1513889,Nag Tibba trek,Adventure & Outdoor,4.8,1299
459,Uttarakhand,Dehradun,,,Mall road,Shopping & Markets,4.7,0
460,Uttarakhand,Dehradun,,,Kunjapuri temple and camps,Religious & Spiritual Pilgrimages,3.9,0
461,Uttarakhand,Dehradun,30.1263798,78.3300576,Lakshman jhila bridge,Sightseeing & Exploration,4,0
462,Uttarakhand,Dehradun,30.01542,78.1523984,Rajaji National Park ,Natural Landscapes & Wildlife,4.6,
463,Uttarakhand,Dehradun,30.3717801,78.0163764,Santala Devi temple,Religious & Spiritual Pilgrimages,3.8,0
464,Uttarakhand,Dehradun,,,Indira market,Shopping & Markets,4.7,0
465,Uttarakhand,Dehradun,43.8263024,-79.3062592,Pacific mall,Shopping & Markets,4.9,0
466,Uttarakhand,Dehradun,26.1792286,91.7532732,Paltan Bazaar ,Shopping & Markets,3.7,0
467,Uttarakhand,Dehradun,30.1991577,78.1261028,Lachhiwala nature park,Natural Landscapes & Wildlife,4.2,20
468,Uttarakhand,Dehradun,30.348544,77.959572,Fun n Food Kingdom ,Adventure & Outdoor Activities,4.3,1000
469,Uttarakhand,Dehradun,40.7799224,-96.7076873,Robber's Cave,Adventure & Outdoor Activities,4.5,25
470,Uttarakhand,Mussoorie,,,Kempty Falls,Natural Landscapes & Wildlife,4.2,15
471,Uttarakhand,Mussoorie,,,Camel's back road,Sightseeing & Exploration,4.6,0
472,Uttarakhand,Mussoorie,,,Jabarkhet nature reserve,Natural Landscapes & Wildlife,4.3,0
473,Uttarakhand,Mussoorie,30.4792968,77.9536697,Bhadraj Temple trek,Religious & Spiritual Pilgrimages,4.7,0
474,Uttarakhand,Mussoorie,31.1505598,78.4290807,Har ki dun trek,Adventure & Outdoor Activities,4.1,500
475,Uttarakhand,Mussoorie,30.8429257,78.4685557,Dodital trek,Adventure & Outdoor Activities,4.2,12500
476,Uttarakhand,Mussoorie,,,Walking towards the Happy Valley from Library Head,Sightseeing & Exploration,,
477,Uttarakhand,Mussoorie,30.4597892,78.0643723,"Skywalk ,zipswings in Mussoorie",Adventure & Outdoor Activities,4.9,0
478,Uttarakhand,Mussoorie,,,Disco Skating Rink,Adventure & Outdoor Activities,3.6,50
479,Uttarakhand,Mussoorie,30.4602549,78.063945,Library Bazaar,Shopping & Markets,3.9,0
480,Uttarakhand,Mussoorie,,,Kulri Bazaar,Shopping & Markets,3.8,0
481,Uttarakhand,Mussoorie,,,Mall road,Shopping & Markets,4.7,0
482,Uttarakhand,Mussoorie,30.4597892,78.0643723,Mussoorie lake,Natural Landscapes & Wildlife,4.8,0
483,Uttarakhand,Mussoorie,30.4556286,78.0783262,Classic Emporium,"Shopping & Markets, Arts, Science & Literature Attractions",4.6,100
484,Uttarakhand,Auli,,,Auli Gorson Trek,Adventure & Outdoor Activities,4.4,0
485,Uttarakhand,Auli,30.6587637,79.8386542,Nanda Devi Biosphere Reserve,Natural Landscapes & Wildlife,4.4,50
486,Uttarakhand,Auli,,,Chattrakund Lake ,Natural Landscapes & Wildlife,4.3,0
487,Uttarakhand,Auli,,,Trishul Peak,Natural Landscapes & Wildlife,4.4,0
488,Uttarakhand,Auli,30.5561089,79.5616759,Joshimath Market,Shopping & Markets,3.8,0
489,Uttarakhand,Auli,,,Auli Ski Resort,Adventure & Outdoor Activities,4.5,0
490,Uttarakhand,Ranikhet,29.6204144,79.4775733,Bhalu dam,Natural Landscapes & Wildlife,4.3,0
